hgnc_symbol,role
LGR6,train
LHFPL5,train
LHPP,train
LHX1,train
LHX2,train
LHX3,train
LHX4,train
LHX5,train
LHX6,train
LHX8,train
LHX9,train
LIF,train
LIFR,train
LIG1,train
LIG3,train
LIG4,train
LILRA1,train
LILRA2,train
LILRA5,train
LILRB1,train
LILRB2,train
LILRB3,train
LIMA1,val
LIMD1,train
LIMD2,train
LIME1,calibration
LIMK1,train
LIMK2,challenge
LIMS1,train
LIN28A,train
LIN28B,train
LIN37,train
LIN54,calibration
LIN7B,train
LIN7C,train
LIN9,train
LINC02693,train
LINC02694,val
LINS1,val
LIPA,challenge
LIPE,train
LIPT2,train
LITAF,train
LIX1L,challenge
LLGL1,challenge
LLPH,challenge
LMAN1,train
LMAN2,train
LMAN2L,train
LMBR1,train
LMBR1L,train
LMBRD1,train
LMBRD2,challenge
LMF2,train
LMLN,train
LMNA,train
LMNB1,challenge
LMNB2,train
LMNTD2,train
LMO2,train
LMO4,train
LMO7,calibration
LMOD3,val
LMTK2,train
LMTK3,val
LMX1A,train
LMX1B,train
LNP1,train
LNPEP,challenge
LNPK,train
LNX1,train
LNX2,train
LOC102724594,val
LONP2,train
LONRF1,train
LONRF2,challenge
LONRF3,challenge
LOXL1,train
LOXL2,train
LOXL4,challenge
LPAR2,train
LPAR3,train
LPAR5,train
LPAR6,train
LPCAT1,val
LPCAT2,train
LPCAT3,challenge
LPCAT4,train
LPGAT1,challenge
LPIN1,train
LPIN2,train
LPL,challenge
LPO,train
LPXN,train
LRATD2,train
LRBA,val
LRCH1,val
LRCH3,val
LRCH4,train
LRFN3,train
LRFN4,train
LRG1,challenge
LRIF1,calibration
LRIG1,train
LRIG2,val
LRP1,train
LRP10,calibration
LRP11,val
LRP12,train
LRP2,train
LRP2BP,challenge
LRP5,challenge
LRP5L,train
LRP6,challenge
LRP8,val
LRPAP1,val
LRPPRC,train
LRR1,challenge
LRRC1,train
LRRC14,calibration
LRRC2,val
LRRC20,train
LRRC23,val
LRRC25,train
LRRC27,train
LRRC28,train
LRRC32,challenge
LRRC37A,train
LRRC37A2,train
LRRC37A3,train
LRRC37B,train
LRRC39,train
LRRC4,train
LRRC40,train
LRRC41,val
LRRC42,train
LRRC45,val
LRRC46,challenge
LRRC47,val
LRRC56,train
LRRC57,train
LRRC58,train
LRRC59,challenge
LRRC61,train
LRRC7,train
LRRC70,train
LRRC75A,train
LRRC8A,train
LRRC8B,train
LRRC8C,train
LRRC8D,train
LRRCC1,train
LRRFIP1,train
LRRFIP2,train
LRRK2,train
LRRN2,train
LRRN3,train
LRSAM1,val
LRTOMT,train
LRWD1,challenge
LSM1,train
LSM10,train
LSM11,train
LSM12,train
LSM14A,train
LSM14B,train
LSM5,train
LSM8,train
LSMEM1,train
LSP1,challenge
LSR,train
LSS,challenge
LST1,train
LTA,train
LTA4H,challenge
LTAP1,train
LTB,train
LTB4R,train
LTB4R2,train
LTBP1,val
LTBP3,train
LTBP4,val
LTF,train
LTK,train
LTN1,train
LUC7L,train
LUC7L3,train
LUZP1,train
LXN,train
LY6E,calibration
LY6G5B,challenge
LY6G5C,train
LY6G6F,train
LY75,train
LY86,train
LY9,val
LY96,train
LYAR,train
LYG1,val
LYL1,train
LYN,train
LYPD3,challenge
LYPLA1,train
LYPLA2,train
LYPLAL1,train
LYRM1,train
LYRM2,challenge
LYRM4,calibration
LYRM7,challenge
LYRM9,train
LYSET,train
LYSMD1,train
LYSMD2,train
LYSMD3,train
LYSMD4,val
LYST,calibration
LYZ,train
LZIC,train
LZTFL1,train
LZTR1,train
LZTS1,train
LZTS2,calibration
LZTS3,calibration
M6PR,train
MACC1,train
MACIR,train
MACO1,train
MACROD1,train
MACROH2A1,challenge
MACROH2A2,challenge
MAD2L1BP,train
MAD2L2,train
MADD,challenge
MAEA,train
MAF,val
MAF1,val
MAFA,train
MAFB,val
MAFF,train
MAFG,train
MAFK,train
MAGED1,train
MAGED2,train
MAGED4,val
MAGED4B,val
MAGEE1,train
MAGEF1,train
MAGEH1,challenge
MAGI1,train
MAGI3,train
MAGOHB,challenge
MAGT1,train
MAIP1,train
MAK,challenge
MAL,train
MALSU1,train
MALT1,train
MAMDC4,train
MAML1,train
MAML2,train
MAML3,train
MAMLD1,val
MAN1A1,train
MAN1A2,train
MAN1B1,train
MAN1C1,train
MAN2A1,challenge
MAN2A2,train
MAN2B1,train
MAN2B2,val
MAN2C1,challenge
MANBA,train
MANBAL,train
MANEA,train
MANF,train
MANSC1,train
MAOA,train
MAOB,train
MAP1A,val
MAP1LC3A,challenge
MAP1LC3B,challenge
MAP1LC3B2,challenge
MAP1S,challenge
MAP2K1,train
MAP2K2,train
MAP2K3,train
MAP2K4,train
MAP2K5,train
MAP2K6,train
MAP3K1,train
MAP3K10,train
MAP3K11,train
MAP3K12,train
MAP3K13,train
MAP3K14,train
MAP3K2,train
MAP3K20,train
MAP3K21,train
MAP3K3,train
MAP3K4,train
MAP3K5,train
MAP3K6,calibration
MAP3K7CL,train
MAP3K8,train
MAP3K9,train
MAP4,train
MAP4K1,train
MAP4K2,train
MAP4K3,train
MAP4K4,train
MAP4K5,train
MAP6D1,train
MAP7D1,val
MAP7D3,train
MAP9,val
MAPDA,train
MAPK1,train
MAPK10,train
MAPK11,train
MAPK12,train
MAPK13,train
MAPK14,train
MAPK1IP1L,val
MAPK3,train
MAPK6,train
MAPK7,calibration
MAPK8,train
MAPK8IP3,train
MAPK9,train
MAPKAP1,train
MAPKAPK2,train
MAPKAPK3,train
MAPKAPK5,train
MAPKBP1,train
MAPRE1,challenge
MAPRE2,train
MAPRE3,challenge
MARCHF1,val
MARCHF3,val
MARCHF6,challenge
MARCHF7,val
MARCHF8,train
MARCHF9,train
MARCKS,train
MARCKSL1,train
MARF1,train
MARK2,train
MARK3,train
MARS1,val
MARS2,challenge
MASP2,val
MAST2,challenge
MAST3,train
MAST4,train
MATCAP1,val
MATCAP2,train
MATK,train
MATN2,train
MATR3,train
MAU2,train
MAVS,train
MAX,train
MAZ,calibration
MB21D2,train
MBD1,train
MBD2,calibration
MBD3,train
MBD4,val
MBD5,train
MBD6,train
MBIP,calibration
MBLAC1,val
MBLAC2,train
MBNL1,train
MBNL2,train
MBNL3,train
MBOAT1,challenge
MBOAT2,challenge
MBOAT4,train
MBOAT7,train
MBTD1,train
MBTPS1,challenge
MBTPS2,train
MC1R,train
MCAM,train
MCAT,train
MCC,train
MCCC1,calibration
MCCC2,train
MCEE,train
MCEMP1,train
MCF2L,train
MCF2L2,train
MCFD2,train
MCHR1,train
MCM8,train
MCM9,train
MCMBP,train
MCOLN1,train
MCOLN2,challenge
MCOLN3,challenge
MCPH1,train
MCRIP1,train
MCRS1,train
MCTP1,train
MCTP2,train
MCTS1,train
MCU,train
MCUB,train
MCUR1,val
MDC1,train
MDFIC,val
MDGA1,train
MDH1,train
MDH2,train
MDK,train
MDM2,challenge
MDM4,challenge
MDP1,train
ME1,train
ME2,val
ME3,train
MEA1,challenge
MEAF6,train
MEAK7,train
MECOM,challenge
MECP2,challenge
MECR,train
MED1,train
MED10,val
MED12,train
MED13,train
MED13L,train
MED14,train
MED15,train
MED16,val
MED19,train
MED20,val
MED23,train
MED24,train
MED25,train
MED30,train
MED4,train
MED8,train
MEF2A,challenge
MEF2C,train
MEF2D,train
MEFV,challenge
MEGF6,train
MEGF8,train
MEGF9,train
MEI1,train
MEIS1,train
MEIS2,train
MEIS3,train
MELK,train
MEMO1,train
MEN1,calibration
MEOX1,calibration
MEOX2,calibration
MEPCE,train
MESD,train
MESP1,val
MESP2,val
MEST,train
METAP1,train
METAP1D,train
METAP2,train
METRN,val
METRNL,val
METTL1,challenge
METTL13,train
METTL14,train
METTL15,challenge
METTL17,train
METTL18,challenge
METTL22,challenge
METTL23,train
METTL25,challenge
METTL25B,calibration
METTL26,train
METTL2A,val
METTL2B,val
METTL3,train
METTL4,train
METTL5,challenge
METTL8,train
METTL9,train
MEX3C,train
MEX3D,train
MFAP3,train
MFAP3L,train
MFF,val
MFGE8,val
MFHAS1,train
MFN1,val
MFN2,val
MFNG,train
MFSD1,train
MFSD11,train
MFSD12,val
MFSD2A,train
MFSD6,train
MFSD8,train
MGA,train
MGAM,calibration
MGAT1,train
MGAT2,train
MGAT4A,train
MGAT4B,train
MGAT5,train
MGLL,train
MGME1,val
MGMT,val
MGP,train
MGRN1,train
MGST1,train
MGST2,train
MGST3,val
MIA,calibration
MIA2,val
MIA3,train
MIB1,train
MIB2,val
MICA,train
MICAL1,challenge
MICAL2,val
MICAL3,train
MICALL1,val
MICB,train
MICOS10,train
MICOS13,train
MICU1,train
MICU2,train
MICU3,calibration
MID1IP1,train
MID2,val
MIDN,val
MIEF1,val
MIEF2,train
MIEN1,train
MIER1,train
MIER2,val
MIER3,challenge
MIF,train
MIF4GD,train
MIGA1,train
MIGA2,train
MIIP,train
MIMS1,challenge
MIMS2,train
MINDY1,train
MINDY2,train
MINDY3,challenge
MINK1,challenge
MINPP1,train
MIOS,val
MIPEP,train
MIS18A,val
MISO1,calibration
MISP,challenge
MITD1,val
MITF,train
MIX23,train
MIXL1,train
MKI67,train
MKKS,calibration
MKLN1,train
MKNK1,challenge
MKNK2,challenge
MKRN1,train
MKRN2,challenge
MKRN3,calibration
MKS1,train
MKX,train
MLANA,train
MLEC,train
MLF1,train
MLF2,train
MLH1,train
MLH3,train
MLKL,challenge
MLLT1,train
MLLT10,train
MLLT11,train
MLLT3,train
MLLT6,train
MLN,train
MLST8,train
MLX,train
MLXIP,challenge
MLXIPL,challenge
MLYCD,train
MMAA,val
MMAB,train
MMACHC,train
MMADHC,challenge
MMD,train
MME,train
MMGT1,challenge
MMP1,train
MMP17,train
MMP25,train
MMP28,val
MMP3,train
MMP9,val
MMRN1,challenge
MMS19,train
MMUT,val
MND1,train
MNDA,challenge
MNMIP1,train
MNT,challenge
MNX1,train
MOAP1,train
MOB1A,challenge
MOB1B,challenge
MOB3A,challenge
MOB3B,challenge
MOB3C,challenge
MOCS1,train
MOCS2,challenge
MOCS3,challenge
MOGS,train
MOK,challenge
MON1A,train
MON1B,train
MON2,challenge
MORC2,challenge
MORC3,val
MORC4,train
MORF4L1,train
MORF4L2,train
MORN1,train
MORN2,train
MORN3,challenge
MORN4,train
MOSMO,challenge
MOSPD1,train
MOSPD2,val
MOSPD3,train
MOV10,val
MPC1,val
MPC2,val
MPDU1,train
MPEG1,val
MPG,train
MPHOSPH6,challenge
MPHOSPH9,train
MPI,challenge
MPIG6B,val
MPL,train
MPLKIP,train
MPND,train
MPO,train
MPP1,val
MPP2,val
MPP7,train
MPPE1,train
MPRIP,val
MPST,challenge
MPV17,train
MPV17L,train
MPV17L2,train
MPZ,val
MPZL1,train
MPZL2,train
MPZL3,train
MR1,train
MRC2,challenge
MREG,train
MRFAP1,train
MRFAP1L1,train
MRGBP,train
MRGPRD,train
MRI1,train
MRM1,train
MRM2,train
MRM3,train
MRNIP,val
MROH6,train
MRPL1,calibration
MRPL10,calibration
MRPL11,calibration
MRPL13,calibration
MRPL14,calibration
MRPL15,calibration
MRPL16,calibration
MRPL17,calibration
MRPL18,calibration
MRPL19,calibration
MRPL2,calibration
MRPL20,calibration
MRPL21,calibration
MRPL22,calibration
MRPL23,calibration
MRPL24,calibration
MRPL27,calibration
MRPL28,calibration
MRPL3,calibration
MRPL32,calibration
MRPL33,calibration
MRPL34,calibration
MRPL35,calibration
MRPL36,calibration
MRPL37,calibration
MRPL38,calibration
MRPL39,calibration
MRPL4,calibration
MRPL40,calibration
MRPL41,calibration
MRPL42,calibration
MRPL43,calibration
MRPL44,calibration
MRPL45,calibration
MRPL46,calibration
MRPL47,calibration
MRPL48,calibration
MRPL49,calibration
MRPL50,calibration
MRPL51,calibration
MRPL52,calibration
MRPL53,calibration
MRPL54,calibration
MRPL55,calibration
MRPL57,val
MRPL58,challenge
MRPL9,calibration
MRPS10,calibration
MRPS11,calibration
MRPS12,calibration
MRPS14,calibration
MRPS15,calibration
MRPS16,calibration
MRPS17,calibration
MRPS18A,calibration
MRPS18B,calibration
MRPS18C,calibration
MRPS2,calibration
MRPS21,calibration
MRPS22,calibration
MRPS23,calibration
MRPS24,calibration
MRPS25,calibration
MRPS26,calibration
MRPS27,calibration
MRPS28,calibration
MRPS30,calibration
MRPS31,calibration
MRPS34,train
MRPS35,calibration
MRPS5,calibration
MRPS6,train
MRPS7,calibration
MRPS9,calibration
MRRF,train
MRS2,val
MRTFA,train
MRTFB,train
MRTO4,challenge
MS4A1,train
MS4A6A,train
MS4A7,train
MSANTD1,train
MSANTD2,train
MSANTD3,val
MSANTD4,val
MSC,train
MSGN1,train
MSH2,train
MSH5,challenge
MSH6,train
MSI2,challenge
MSL1,train
MSL2,calibration
MSL3,calibration
MSMO1,train
MSN,train
MSRA,calibration
MSRB1,challenge
MSRB2,train
MSS51,train
MST1,calibration
MSTO1,challenge
MSX1,train
MSX2,train
MT1E,challenge
MT1F,challenge
MT1G,challenge
MT1H,challenge
MT1M,challenge
MT1X,challenge
MT2A,challenge
MT3,val
MTA1,train
MTA2,train
MTA3,train
MTAP,train
MTCH1,train
MTCH2,train
MTCL3,challenge
MTCP1,train
MTDH,train
MTERF1,challenge
MTERF2,train
MTERF3,val
MTERF4,val
MTF1,challenge
MTF2,train
MTFMT,train
MTFP1,train
MTFR1,train
MTFR1L,train
MTFR2,train
MTG1,train
MTG2,train
MTHFD1,val
MTHFD1L,val
MTHFD2,challenge
MTHFD2L,challenge
MTHFR,challenge
MTHFS,train
MTHFSD,challenge
MTIF2,train
MTIF3,train
MTM1,train
MTMR1,train
MTMR10,val
MTMR11,train
MTMR12,val
MTMR14,train
MTMR2,train
MTMR3,train
MTMR4,train
MTMR6,train
MTMR7,challenge
MTMR8,challenge
MTMR9,challenge
MTNAP1,calibration
MTO1,train
MTOR,train
MTPAP,challenge
MTPN,val
MTR,val
MTRES1,train
MTRF1,train
MTRF1L,challenge
MTRFR,train
MTRNR2L1,val
MTRNR2L4,challenge
MTRNR2L8,train
MTRR,train
MTSS1,calibration
MTSS2,train
MTURN,val
MTUS1,train
MTX1,train
MTX2,train
MTX3,train
MUC1,train
MUC12,challenge
MUC13,train
MUC16,challenge
MUC19,challenge
MUC2,val
MUC20,challenge
MUC3A,challenge
MUC4,challenge
MUC5AC,val
MUC5B,val
MUCL1,train
MUL1,val
MUS81,val
MUSTN1,val
MUTYH,train
MVB12A,val
MVB12B,challenge
MVD,val
MVP,train
MX1,train
MX2,train
MXD1,train
MXD3,train
MXD4,train
MXI1,train
MXRA7,train
MXRA8,train
MYADM,val
MYB,train
MYBL1,train
MYC,train
MYCBP,challenge
MYCBP2,train
MYCBPAP,challenge
MYCL,train
MYCN,val
MYD88,train
MYDGF,train
MYEF2,train
MYF5,train
MYF6,challenge
MYG1,calibration
MYH10,train
MYH11,train
MYH14,train
MYH3,train
MYH9,train
MYL11,challenge
MYL12A,challenge
MYL12B,challenge
MYL5,challenge
MYL6,train
MYL6B,train
MYL9,challenge
MYLIP,train
MYLK,train
MYNN,train
MYO15A,challenge
MYO15B,challenge
MYO16,train
MYO18A,calibration
MYO19,train
MYO1B,train
MYO1C,train
MYO1D,train
MYO1E,train
MYO1F,train
MYO1G,val
MYO3B,train
MYO5A,train
MYO6,train
MYO9A,challenge
MYO9B,challenge
MYOD1,train
MYOF,challenge
MYOG,challenge
MYOM1,val
MYOM2,train
MYPOP,val
MYRF,challenge
MYRFL,train
MYSM1,calibration
MYT1,train
MYT1L,train
MZB1,train
MZF1,calibration
MZT2A,train
MZT2B,train
N4BP1,calibration
N4BP2,train
N4BP2L1,train
N4BP2L2,train
N4BP3,calibration
NAA16,challenge
NAA20,train
NAA25,val
NAA30,train
NAA35,train
NAA38,train
NAA40,train
NAA60,train
NAA80,challenge
NAAA,val
NAALAD2,challenge
NAALADL1,val
NAB1,val
NAB2,challenge
NABP1,challenge
NABP2,train
NACC1,train
NACC2,train
NADK,train
NADK2,challenge
NADSYN1,train
NAE1,val
NAF1,challenge
NAGA,train
NAGK,train
NAGLU,train
NAGPA,challenge
NAIF1,challenge
NAMPT,train
NANOG,calibration
NANOGNB,val
NANOS1,val
NANP,train
NANS,train
NAP1L1,challenge
NAP1L2,challenge
NAP1L3,challenge
NAP1L4,val
NAP1L5,val
NAPB,challenge
NAPEPLD,challenge
NAPG,val
NAPRT,train
NAPSA,train
NARF,challenge
NARS1,challenge
NARS2,train
NASP,train
NAT1,challenge
NAT14,train
NAT9,challenge
NATD1,train
NAV1,train
NAXD,challenge
NAXE,train
NBAS,challenge
NBEA,val
NBEAL1,val
NBEAL2,train
NBL1,train
NBN,train
NBPF11,train
NBPF14,train
NBPF15,train
NBPF20,train
NBPF26,train
NBPF3,challenge
NBPF9,train
NBR1,train
NCALD,val
NCAM1,train
NCAPD3,train
NCAPG2,train
NCAPH2,train
NCBP3,train
NCDN,val
NCEH1,train
NCF1,train
NCF2,val
NCF4,val
NCK1,train
NCK2,train
NCKAP1,challenge
NCKAP1L,challenge
NCKAP5L,train
NCKIPSD,train
NCLN,val
NCOA1,train
NCOA2,train
NCOA3,train
NCOA4,challenge
NCOA5,train
NCOA6,train
NCOA7,challenge
NCOR1,challenge
NCR3,val
NCR3LG1,train
NCS1,val
NDC1,val
NDE1,train
NDEL1,train
NDFIP1,train
NDFIP2,train
NDOR1,train
NDRG1,challenge
NDRG2,challenge
NDRG3,train
NDST1,train
NDST2,val
NDUFA10,train
NDUFA11,train
NDUFA12,train
NDUFA13,train
NDUFA3,train
NDUFA5,train
NDUFA6,train
NDUFA8,train
NDUFA9,train
NDUFAF1,train
NDUFAF2,val
NDUFAF3,train
NDUFAF4,train
NDUFAF5,val
NDUFAF6,val
NDUFAF8,train
NDUFB1,train
NDUFB10,train
NDUFB11,train
NDUFB2,train
NDUFB3,train
NDUFB4,train
NDUFB5,train
NDUFB6,train
NDUFB7,train
NDUFB8,train
NDUFB9,train
NDUFC1,train
NDUFC2,train
NDUFS1,train
NDUFS2,train
NDUFS3,train
NDUFS4,train
NDUFS5,train
NDUFS6,train
NDUFS7,train
NDUFS8,train
NDUFV1,train
NDUFV2,train
NDUFV3,train
NEB,challenge
NECAB3,calibration
NECAP1,train
NECAP2,train
NECTIN1,train
NECTIN2,val
NECTIN3,val
NEDD4,train
NEDD4L,train
NEDD9,train
NEFL,challenge
NEFM,challenge
NEIL1,train
NEIL2,train
NEIL3,train
NEK1,val
NEK10,train
NEK11,challenge
NEK2,challenge
NEK3,val
NEK4,train
NEK6,train
NEK7,train
NEK8,challenge
NEK9,train
NELFA,train
NELFB,train
NELFCD,train
NELFE,train
NELL2,challenge
NEMF,train
NEMP1,train
NEMP2,train
NENF,challenge
NEO1,train
NET1,train
NETO2,val
NEU1,val
NEU3,train
NEURL1,challenge
NEURL4,train
NEUROD2,train
NEUROD4,calibration
NEUROD6,calibration
NEUROG1,val
NEUROG2,val
NEUROG3,val
NEXN,calibration
NF1,train
NF2,train
NFAM1,train
NFASC,val
NFAT5,val
NFATC1,challenge
NFATC2,calibration
NFATC2IP,train
NFATC3,val
NFATC4,train
NFE2,train
NFE2L1,challenge
NFE2L2,train
NFE2L3,challenge
NFE4,train
NFIA,train
NFIB,train
NFIC,train
NFIX,train
NFKB1,train
NFKB2,train
NFKBIA,train
NFKBIB,train
NFKBID,train
NFKBIL1,val
NFKBIZ,train
NFRKB,val
NFS1,train
NFU1,train
NFX1,val
NFXL1,train
NGLY1,train
NGRN,train
NHEJ1,train
NHERF1,train
NHERF2,train
NHLH1,train
NHLH2,train
NHLRC2,val
NHLRC3,calibration
NIBAN1,val
NIBAN2,challenge
NIBAN3,challenge
NICOL1,challenge
NID2,train
NIF3L1,train
NIN,calibration
NINJ1,train
NINJ2,train
NIP7,train
NIPA1,challenge
NIPA2,challenge
NIPAL1,challenge
NIPAL2,train
NIPAL3,train
NIPAL4,challenge
NIPBL,challenge
NIPSNAP1,challenge
NIPSNAP2,challenge
NIPSNAP3A,train
NISCH,train
NIT1,train
NIT2,train
NKAPD1,challenge
NKD1,train
NKD2,train
NKG7,challenge
NKIRAS1,train
NKIRAS2,val
NKRF,challenge
NKTR,challenge
NKX1-1,train
NKX1-2,train
NKX2-1,train
NKX2-2,train
NKX2-3,train
NKX2-4,train
NKX2-5,train
NKX2-6,train
NKX2-8,val
NKX3-1,train
NKX3-2,train
NKX6-1,train
NKX6-2,train
NKX6-3,calibration
NLGN2,train
NLGN3,train
NLK,train
NLN,train
NLRC5,train
NLRP1,train
NLRP2,challenge
NLRP3,challenge
NLRP6,train
NLRX1,calibration
NMB,train
NME1,challenge
NME3,challenge
NME4,train
NME6,challenge
NME7,calibration
NME9,train
NMI,challenge
NMNAT3,train
NMRAL1,val
NMRK1,challenge
NMT1,train
NMT2,train
NMUR1,challenge
NNAT,train
NNMT,train
NNT,train
NOA1,train
NOAZFP,train
NOBOX,val
NOC2L,challenge
NOCT,train
NOD1,val
NOD2,val
NOG,train
NOL12,train
NOL3,train
NOL4L,train
NOL7,challenge
NOLC1,val
NOM1,val
NOMO1,train
NOMO2,train
NONO,train
NOP14,train
NOP53,challenge
NOP9,val
NOS1,challenge
NOS3,val
NOSIP,train
NOTCH1,train
NOTCH2,train
NOTCH2NLA,train
NOTO,train
NOXA1,challenge
NPAS1,val
NPAS2,challenge
NPAS3,calibration
NPAS4,train
NPAT,calibration
NPC1,challenge
NPC2,train
NPDC1,challenge
NPEPL1,train
NPEPPS,train
NPHP3,challenge
NPHP4,challenge
NPIPA1,challenge
NPIPA5,challenge
NPIPA7,challenge
NPIPA8,challenge
NPIPB3,val
NPIPB4,train
NPIPB5,train
NPL,train
NPLOC4,train
NPM1,train
NPM3,train
NPR2,val
NPRL2,train
NPRL3,val
NPTN,challenge
NPTX1,val
NPTXR,challenge
NQO1,train
NQO2,train
NR0B1,challenge
NR1D1,train
NR1D2,train
NR1H2,train
NR1H3,train
NR1H4,challenge
NR1I2,challenge
NR1I3,challenge
NR2C1,train
NR2C2,train
NR2C2AP,train
NR2E1,challenge
NR2E3,challenge
NR2F1,challenge
NR2F2,challenge
NR2F6,challenge
NR3C1,train
NR3C2,train
NR4A1,challenge
NR4A2,train
NR4A3,train
NR5A1,challenge
NR5A2,train
NR6A1,train
NRARP,train
NRAS,train
NRBF2,val
NRBP1,challenge
NRBP2,train
NRCAM,train
NRDC,train
NREP,train
NRG2,challenge
NRG4,challenge
NRGN,val
NRIP1,train
NRIP2,train
NRIP3,val
NRM,challenge
NRN1,train
NRP2,train
NRROS,calibration
NSD1,train
NSD2,train
NSD3,val
NSDHL,train
NSFL1C,train
NSG1,train
NSL1,train
NSMAF,train
NSMCE2,train
NSMF,train
NSUN2,train
NSUN3,val
NSUN4,val
NSUN5,train
NSUN6,train
NT5C,challenge
NT5C2,train
NT5C3B,train
NT5DC1,challenge
NT5DC2,challenge
NT5DC3,challenge
NT5E,train
NT5M,train
NTAN1,calibration
NTAQ1,train
NTHL1,challenge
NTMT1,val
NTN4,val
NTN5,train
NTNG2,challenge
NTPCR,train
NTRK1,challenge
NTRK2,train
NTRK3,train
NUAK1,challenge
NUAK2,challenge
NUB1,train
NUBP2,train
NUBPL,train
NUCB2,train
NUCKS1,challenge
NUDCD1,challenge
NUDCD2,val
NUDCD3,train
NUDT1,train
NUDT11,val
NUDT12,train
NUDT13,train
NUDT14,train
NUDT15,train
NUDT16,challenge
NUDT16L1,challenge
NUDT17,val
NUDT18,calibration
NUDT19,train
NUDT2,train
NUDT22,challenge
NUDT3,val
NUDT4,val
NUDT5,train
NUDT6,challenge
NUDT7,train
NUDT8,train
NUDT9,train
NUFIP1,train
NUFIP2,train
NUGGC,train
NUMA1,val
NUMB,challenge
NUMBL,challenge
NUP133,val
NUP188,train
NUP210,val
NUP35,val
NUP37,val
NUP42,val
NUP50,val
NUP62CL,challenge
NUPR1,challenge
NUS1,val
NUSAP1,val
NXPE3,train
NXT1,val
NXT2,val
OAF,val
OARD1,train
OAS1,val
OAS2,calibration
OAS3,train
OASL,train
OAT,train
OAZ1,train
OAZ2,train
OAZ3,train
OBI1,calibration
OBSCN,train
OCEL1,train
OCIAD1,train
OCIAD2,train
OCLM,train
OCM,val
ODC1,train
ODF2,train
ODF2L,train
ODR4,challenge
OFD1,calibration
OGA,train
OGDH,challenge
OGFOD2,train
OGFR,train
OGFRL1,train
OGG1,val
OGT,train
OIP5,val
OLA1,val
OLAH,train
OLFM4,train
OLIG1,val
OLIG2,train
OLIG3,train
OMA1,train
ONECUT1,calibration
ONECUT2,calibration
ONECUT3,calibration
OPA1,val
OPA3,train
OPN1SW,train
OPN3,train
OPRL1,train
OPRM1,train
OPTN,train
OR4D1,train
ORAI1,train
ORAI2,val
ORAI3,train
ORC4,train
ORC5,train
ORC6,train
ORM2,train
ORMDL1,train
ORMDL2,train
ORMDL3,calibration
OS9,train
OSBP2,train
OSBPL10,challenge
OSBPL11,challenge
OSBPL1A,train
OSBPL2,challenge
OSBPL3,train
OSBPL5,train
OSBPL7,train
OSBPL8,train
OSBPL9,train
OSCAR,train
OSER1,train
OSGEP,train
OSGEPL1,val
OSGIN2,challenge
OSM,val
OSMR,train
OSR1,challenge
OSR2,challenge
OST4,train
OSTC,train
OSTF1,train
OSTM1,train
OTOF,train
OTOG,train
OTP,train
OTUB1,calibration
OTUB2,calibration
OTUD1,train
OTUD3,train
OTUD4,train
OTUD5,train
OTUD6B,train
OTUD7B,val
OTULIN,challenge
OTULINL,calibration
OTX1,train
OTX2,calibration
OVCA2,val
OVGP1,train
OVOL1,challenge
OVOL2,challenge
OVOL3,challenge
OXA1L,train
OXCT1,val
OXLD1,challenge
OXNAD1,train
OXR1,val
OXSM,calibration
OXSR1,train
P2RX1,val
P2RX4,val
P2RX5,train
P2RX7,val
P2RY10,train
P2RY11,train
P2RY12,train
P2RY13,train
P2RY14,train
P2RY8,train
P3H1,val
P3H3,challenge
P3H4,train
P4HA1,train
P4HA2,train
P4HB,train
P4HTM,train
PA2G4,train
PAAF1,train
PABIR1,val
PABIR2,val
PABIR3,challenge
PABPC1,train
PABPC1L,train
PABPC4,train
PABPN1,train
PACC1,challenge
PACRGL,challenge
PACS1,train
PACS2,train
PACSIN2,val
PACSIN3,val
PADI4,train
PAFAH1B1,train
PAFAH1B2,train
PAFAH1B3,train
PAFAH2,challenge
PAGE5,challenge
PAGR1,train
PAICS,train
PAIP1,challenge
PAIP2,val
PAIP2B,val
PAK1,train
PAK2,train
PAK3,train
PAK4,train
PALD1,train
PALLD,train
PALM2AKAP2,challenge
PALS1,challenge
PALS2,challenge
PAN2,train
PAN3,challenge
PANK1,challenge
PANK2,challenge
PANK3,challenge
PANK4,train
PANX1,train
PANX2,train
PAOX,train
PAPOLA,train
PAPOLG,train
PAPSS1,val
PAPSS2,val
PAQR3,val
PAQR4,train
PAQR6,val
PAQR7,val
PAQR8,val
PARD6A,train
PARD6B,challenge
PARD6G,train
PARK7,train
PARL,challenge
PARN,challenge
PARP1,train
PARP10,train
PARP11,val
PARP12,challenge
PARP14,val
PARP15,train
PARP16,train
PARP2,calibration
PARP3,challenge
PARP4,train
PARP6,train
PARP8,train
PARP9,train
PARPBP,train
PARS2,train
PARVB,challenge
PARVG,challenge
PASK,train
PATJ,challenge
PATL1,train
PATL2,challenge
PATZ1,challenge
PAWR,train
PAX1,val
PAX2,train
PAX3,train
PAX4,train
PAX5,train
PAX6,train
PAX7,train
PAX8,train
PAX9,train
PAXIP1,calibration
PAXX,train
PBDC1,train
PBK,challenge
PBLD,train
PBRM1,train
PBX1,train
PBX2,train
PBX3,train
PBX4,train
PBXIP1,val
PC,train
PCBD1,challenge
PCBD2,val
PCBP1,train
PCBP2,train
PCBP3,train
PCBP4,train
PCCA,calibration
PCCB,calibration
